time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1781106717000490200,0.000490234375,617.0772199826315,0.9463483291243101,180,24.4716984209814,608.4872198300436,105.41452438288593,18.356869487877564,10.845768737071158,39.61041584142478,0
1781106718000513500,1.000513427734375,617.0772199826315,1.3712597530350836,180,24.4716984209814,608.4872198300436,105.41452438288593,18.430706017284063,11.065176079419524,39.61041584142478,0
1781106719000537000,2.000537109375,617.0772199826315,1.378005529033074,180,24.4716984209814,608.4872198300436,105.41452438288593,19.124738630494868,11.144186718742628,39.61041584142478,0
1781106720000560600,3.000560546875,617.4051743093878,1.0673996741259244,180,24.47169973235269,608.8151741567999,109.35346505369179,18.67073429723676,10.81434398130492,39.61040120859114,0
1781106721000584200,4.000584228515625,617.3275732258335,1.5870016460747596,180,24.471705779972677,608.7375730732456,109.35346038568278,18.501833052071817,10.410977090825691,39.61040281695766,0.24824672318848706
1781106722000607700,5.000607666015625,617.2390870060772,1.3024658778493048,126.16080532964402,24.471707282444807,608.6490868534893,92.64673555322531,18.489325784504896,10.557829173799737,39.61041458506702,0.6719028917132681
1781106723000631300,6.00063134765625,617.3891874663532,0.9908645001090675,104.05446023110404,24.47171953320934,608.7991873137653,79.62865631697484,18.599915249831707,10.589533665884408,39.61042038061204,0.7353023402946107
1781106724000654600,7.000654541015625,617.4765121284872,0.9970955517309138,99.96998595350405,24.471729579059442,608.8865119758993,82.14951102812549,18.768535886284646,10.539516445649467,39.610422722388286,0.792246572604635
1781106725000678000,8.000677978515625,617.4342802539468,0.979518703245696,125.76404709938184,24.471740826802353,608.8442801013589,60.93629132830889,18.487519101548383,10.307795615587361,39.610411596919896,0.6043784475968204
1781106726000701400,9.000701416015625,617.4580922201276,0.9819900043040337,130.43527214928307,24.471747550586237,608.8680920675397,61.334937828852986,18.635658620231908,10.372791677768983,39.6104125959391,0.5873211900372494
1781106727000724500,10.000724365234374,617.3233193429187,0.9972214285314311,85.87646995718076,24.471754737666558,608.7333191903308,61.4199042135332,18.59100992297243,10.395437309817908,39.610415527894595,0.8552825430664649
1781106728000747800,11.000747802734375,617.5563668170944,0.9375489443591836,99.6383088858062,24.471760432139714,608.9663666645065,58.833890911502664,18.65622507633758,10.459068652927026,39.61042195855878,0.760255602143748
1781106729000770600,12.0007705078125,617.7125296192244,0.9436252555484602,93.54972866646425,24.4717609404568,609.1225294666365,58.94762586237423,18.67264093329609,11.123736022749464,39.61042363704759,0.7596250556370459
1781106730000794400,13.00079443359375,617.4422799041495,0.9805561596126133,88.52573865672667,24.471760824053337,608.8522797515616,51.29987831178995,18.24275345013103,10.023525893858048,39.610436281387976,0.8306854588680205
1781106731000817700,14.000817626953125,617.2469668770209,1.1041387965858245,88.97792390986076,24.471761104130696,608.656966724433,45.997053127344074,18.254472424373514,10.873294879041183,39.610447094204375,0.7481465179650318
1781106732000841200,15.00084130859375,617.445380541496,0.9298065691957577,68.74189305057808,24.471759620526754,608.8553803889081,58.07989381323545,18.059702916010476,10.711860866771389,39.61046605460291,1.0762825734429253
1781106733000863500,16.000863525390624,617.8052070727572,0.9204961308878034,55.94355745032106,24.47175862475451,609.2152069201693,64.90372085892359,18.08041302594035,10.478041309599691,39.61048496584819,1.326104580828905
1781106734000887000,17.000886962890625,617.7440473334864,0.9409191201173389,64.42649449354171,24.471745459009245,609.1540471808985,80.0620812412099,17.73550610781832,10.10782282774169,39.61049820855957,1.180599924350379
1781106735000909800,18.000909912109375,617.651247610338,1.009577907321958,73.19622524519693,24.47174883798826,609.0612474577501,72.11204944039847,17.44191126151399,9.770502691152402,39.610504187708585,1.0370770005467473
1781106736000933000,19.00093310546875,617.4708142932504,1.0383592575236087,67.28566061455345,24.471751132146917,608.8808141406626,63.44415032166837,17.170493036741302,9.949972057214675,39.61050262772214,0.9511510142772578
1781106737000955100,20.000955078125,617.7263856437057,0.9627336790827049,84.07243301562525,24.471762994963413,609.1363854911178,48.01180960344328,16.984444093760263,9.788996268804224,39.610503959241186,0.8809429784086561
1781106738000979500,21.0009794921875,617.5550315603614,0.9690635907015123,70.55359919455573,24.47176786107017,608.9650314077735,51.94168155261028,16.532789270465,9.808508180430078,39.61051391405433,0.999248680219869
1781106739001001500,22.00100146484375,617.355321245268,1.1147135403045985,76.08444380444638,24.47176431682076,608.7653210926801,46.84893294657084,16.345284741035034,9.88514240566103,39.610514691801214,0.8392038753153275
1781106740001024300,23.001024169921877,617.2203226517886,1.1913608268330795,70.2741619472541,24.471759283702653,608.6303224992007,41.644707692219406,16.55013883215678,10.444199501949445,39.61051060349819,0.6604791666873996
1781106741001048000,24.001048095703126,617.4663621904328,1.0617895940479958,96.31337163658384,24.471761249791296,608.876362037845,37.76732702573214,16.525574852516463,10.550375009839687,39.61051811263674,0.711093631410504
1781106742001071000,25.001071044921876,617.4661960545927,1.1134555889446416,100.28043171291016,24.471771151786495,608.8761959020048,32.90692689759212,16.432626085383752,10.363085323273431,39.610520454800294,0.6925378805653919
1781106743001093400,26.00109326171875,616.9902188293636,1.3155191306875051,65.71363007609594,24.47177379254525,608.4002186767757,34.98527230226629,16.377492055780827,10.493395667748834,39.61052763755262,0.6913551368237095
1781106744001116000,27.001115966796874,616.7672424232587,1.2292249089124756,64.0703923306644,24.471779517247676,608.1772422706708,48.86515647914838,16.593721800366044,10.620774950359507,39.61053275189142,0.8280359186997089
1781106745001139500,28.001139404296875,616.8205084819347,1.2419410452515163,86.31059519844167,24.47178577956078,608.2305083293468,49.27780653943804,16.352232521608784,10.247073990524655,39.61053747845178,0.6835019474322593
1781106746001162500,29.00116259765625,616.9354496952146,1.2356787708115873,160.9297547414965,24.4717868571805,608.3454495426267,39.45638889450018,16.244163571674413,10.001930266119148,39.610536901510066,0.3700315796011889
1781106747001185500,30.001185546875,617.0189125770703,1.4278385119889847,180,24.471790352202483,608.4289124244824,39.45638797573008,16.339799234552597,9.893961281505389,39.610536612684925,0.355890105650099
1781106748001207800,31.001207763671875,617.1174169033766,1.1192744500184382,99.95186489933091,24.47179384695113,608.5274167507887,75.73498009299185,16.204816418308177,9.73701364493031,39.61055893972979,0.8949526106338618
1781106749001230300,32.00123022460937,617.0815567802638,0.9795760711145839,98.48914130459275,24.471800464703804,608.4915566276759,75.72679792042332,16.46818732123722,9.872287716458068,39.61055847669337,0.7350301827258651
1781106750001253600,33.00125366210938,616.9735212419182,1.0987305555169626,80.78969723464901,24.471798312292652,608.3835210893303,89.2959048894125,16.608484904815604,9.87656227440596,39.61057132873843,0.8112957054546742
1781106751001277000,34.00127685546875,616.2084082113579,1.243180996822064,47.059274242747165,24.471801625558296,607.61840805877,86.65735616065346,16.403108786981026,9.79621337755671,39.61058492522987,1.0744010678530362
1781106752001300000,35.00130004882813,616.3760003307834,1.1180790245691998,61.09423985798442,24.471802087889138,607.7860001781955,85.99922331685893,16.177225710372618,9.89232077386832,39.610595785466984,1.0288825696468704
1781106753001322200,36.001322265625,616.696533318609,0.9520050958447174,99.43226332463523,24.471811918359005,608.1065331660211,73.36121904193905,16.07819480432535,9.73581885055981,39.61059741917667,0.7373720760587212
1781106754001344800,37.0013447265625,616.4908069269732,1.1318077968200144,86.76046100360644,24.47181804165647,607.9008067743853,73.29462533955291,16.356504636412204,9.663987311647173,39.61060971817231,0.7850734454724501
1781106755001368600,38.00136865234375,616.386396272108,1.222171352674845,80.28778064484605,24.471821998782584,607.7963961195201,74.93638987615631,16.77646091681105,9.335186788456795,39.61061962907486,0.8302871658169676
1781106756001391400,39.00139135742187,616.5617080302909,1.042054297290818,78.51648805364701,24.47182827766076,607.971707877703,76.29693059103501,16.46854864555145,9.021849974846743,39.6106318669698,0.9796883108359666
1781106757001413000,40.0014130859375,616.3400787552819,1.0594501252251143,64.00705334167377,24.47183824686005,607.750078602694,72.86194951438301,16.414028809567633,9.077231944669053,39.610644688324705,1.1305375151923083
1781106758001436700,41.00143676757813,616.7944440590218,0.99327758500155,81.86231743058356,24.47184583129396,608.2044439064339,74.03386219918512,16.56815361851665,9.838216239701573,39.61065300402463,0.9459740690814139
1781106759001459700,42.00145971679687,616.4941947599873,1.0824419274926418,87.57413715264673,24.471847902250627,607.9041946073994,82.44806236090291,16.531137922152453,10.10981204278043,39.61065996019273,0.7693260725258482
1781106760001483000,43.00148291015625,616.5694472948089,1.0422224633288635,79.9037261496327,24.471850700475986,607.979447142221,76.73282644146717,16.20722610511606,10.084612224202075,39.610671583469234,0.8591555945870042
1781106761001505800,44.001505859375,616.7311073094606,0.9852523230678213,73.43197060499963,24.471852032653928,608.1411071568727,77.78903007573574,16.032642427949494,9.733654472498946,39.61068415055907,1.004906165756492
1781106762001527300,45.00152734375,616.7221844308078,1.0077989114304733,71.91739739880565,24.471857409858774,608.1321842782199,76.47841526742967,16.29406627811786,9.64095977361893,39.61069678387837,1.03069042063765
1781106763001551600,46.00155151367188,617.0860323263332,0.9921573847847099,62.6311897154961,24.471856176103408,608.4960321737453,83.42647160661832,16.112908924530064,8.978679856832882,39.610715289815786,1.2829183299159053
1781106764001573600,47.00157373046875,617.3847516272217,1.0608965786575901,55.81805185817692,24.471855547231964,608.7947514746338,89.77083030816506,16.131494920464913,8.18607042958823,39.61073414786761,1.5081060215742768
1781106765001596000,48.00159594726563,617.1715419236571,1.0640444356693775,62.33866431663446,24.471850470973912,608.5815417710692,95.53154610750896,16.173240440612975,7.317268263378488,39.610746457360605,1.377786744835039
1781106766001619000,49.00161889648437,617.1806017393246,1.0785869797225838,68.10776302707434,24.471847338987224,608.5906015867367,97.80872097348818,16.250135369108058,6.950999727535034,39.61075895244297,1.257371243799443
1781106767001642800,50.00164282226562,617.4308261284605,1.001360066017006,71.17434130507353,24.47184873096537,608.8408259758726,98.71158759693569,16.11015741169894,7.117875019957608,39.610768014304256,1.1399906296176703
1781106768001664500,51.00166455078125,617.0033095721155,1.0506209608425494,77.03418209632895,24.471847775815533,608.4133094195276,102.79250369410602,16.04447972719491,6.6740727466828105,39.61077620112592,0.99744857398189
1781106769001687600,52.0016875,616.9342835089192,1.090600040230968,85.82894002296582,24.471848330005866,608.3442833563313,103.2314064442166,15.868852024046225,6.557500754267247,39.61078863683913,0.8579071454679353
1781106770001710300,53.00171044921875,617.1390214068815,0.9968458068572552,72.33435904022413,24.471837686482264,608.5490212542936,111.2764604072878,15.774276014046032,6.314636363068704,39.61080908614028,1.0883592414026058
1781106771001732900,54.00173291015625,617.1862265663221,0.9634723850942757,56.11705969335391,24.471834543829697,608.5962264137343,108.34612488589714,15.658327647094826,6.1878307715193115,39.610834289948876,1.3738142629733088
1781106772001755600,55.00175561523437,617.2056290050969,0.9959856167717043,59.83383109208983,24.471830652713454,608.615628852509,104.02912174383883,15.2261865507085,6.114103181386192,39.61085360952341,1.3389965675197792
1781106773001778700,56.00177880859375,617.1277250936255,0.9561288105048315,55.209981045831775,24.471834946287018,608.5377249410376,100.20083668750702,14.88650638934154,5.980864548660126,39.610869182811705,1.3851835477547412
1781106774001801500,57.00180151367187,616.7967740586028,1.0262249354551105,78.25276633972551,24.471837679103256,608.2067739060149,91.39708798583378,14.986091021363995,6.055033015553378,39.610877416122506,0.924359288597582
1781106775001824300,58.00182421875,616.7073458163068,1.131052507269281,124.85884276627895,24.471837605819857,608.1173456637189,64.98584046338921,14.650415074260724,6.25916423118813,39.61088216578221,0.4289363747197823
1781106776001846300,59.00184619140625,616.5168828153983,0.7329494871171972,59.638466499549736,24.471841669179195,607.9268826628104,47.50843886357872,14.730067015148135,6.543013922714408,39.61089422288216,0.8382378936739671
1781106777001870300,60.00187036132812,616.4921165434644,0.831982166124669,78.64018211310079,24.471822705415914,607.9021163908765,78.44348881659175,14.552521399061769,6.683762951910152,39.61091165516039,0.5866248124436921
1781106778001892600,61.001892578125,615.9255940243602,1.241681171279795,63.66268181942648,24.471824160831773,607.3355938717723,51.710488103171265,14.936220054675843,6.80508316315651,39.61091460251028,0.4934400797868225
1781106779001915000,62.00191479492187,615.8551350422204,1.2573223571278573,72.89723124842722,24.471833521790714,607.2651348896325,26.556564809462504,14.501322645386223,6.656533591541899,39.61091536264042,0.5334462551912831
1781106780001939000,63.00193896484375,615.5854629678652,1.2584189987141792,56.14965025463566,24.47184259901164,606.9954628152773,25.961371086761865,14.069832636908073,6.496069500285815,39.61091973164335,0.9209838413836252
1781106781001961500,64.00196142578125,615.702978791669,1.1015611021110707,56.775480723737346,24.471850103694177,607.1129786390811,26.289800176007798,13.581847221244583,6.465767708397095,39.610929797977846,1.1243952775943924
1781106782001984000,65.00198388671875,615.6851446591318,0.9496441798137801,63.88200759074955,24.471852794895742,607.0951445065439,27.419293031533087,13.316917642928207,6.521335389373292,39.61093271601238,0.8033893981300233
1781106783002009900,66.002009765625,615.3582058837637,1.276151663039481,60.6648857545573,24.471850892084507,606.7682057311758,28.992585432118037,13.189045624561658,6.6642322115254355,39.61094261585298,0.6936891009911321
1781106784002029000,67.00202905273437,614.9451990872622,1.3206733282220424,43.936828261845285,24.471852903017474,606.3551989346743,23.058847980295727,13.371380303038407,7.182396810215785,39.61094856549005,0.8669479850481179
1781106785002052900,68.00205297851562,615.4586803084239,1.2263494440106604,75.70181802704239,24.471851330095273,606.868680155836,11.526312387680875,13.340479030710846,7.560858686208033,39.61094921124558,0.533505461214799
1781106786002076200,69.002076171875,615.6303783450276,1.3585233427192012,88.5030803854674,24.47184982308195,607.0403781924397,19.538079107612457,12.992868222147418,7.312333784634752,39.61095380624988,0.5209271152575944
1781106787002098200,70.00209814453125,614.7179570337757,0.9668091365424439,-1,24.471840077617898,606.1279568811879,-1,12.651068641862391,7.231955364347639,39.610954205468246,0.6307285866222478
1781106788002121000,71.00212084960937,614.7667379034683,1.237331201111402,77.09369311322249,24.47183015683619,606.1767377508804,170.14178512820047,12.555706591066896,7.179956607496009,39.61095883830228,0.49011036374206113
1781106789002143500,72.0021435546875,614.4732279926538,1.2466578897068703,38.914385365934294,24.471813629035477,605.883227840066,179.73916626166243,12.402988038390491,7.203045321574467,39.61096045091565,1.106423781100498
1781106790002166000,73.002166015625,615.3526269653812,0.7184522626550939,63.22441022897057,24.471813589690598,606.7626268127933,188.2038255580659,12.145017395843965,7.272283201480128,39.61095840364667,0.7784092847570592
1781106791002188500,74.0021884765625,615.1493300152943,1.3385908193096578,95.16114538807295,24.471812345706507,606.5593298627064,198.83374264162424,11.911317737101019,7.0657928541425274,39.610964490404164,0.45728186797118436
1781106792002211300,75.00221142578125,615.516781328246,1.2561730223478056,180,24.47180802933988,606.9267811756581,209.34253675333775,11.633174203035237,6.693578891170211,39.61096506059892,0.3415847932451729
1781106793002234400,76.002234375,615.7464476460591,1.4457527047056067,180,24.47179982154484,607.1564474934712,209.34253661841606,11.70029706595641,6.785225841527737,39.61096958649661,0.2956996333970551
