version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 12 Pro,1781106582175,2026-06-10_15-49-42,Asia/Riyadh,ios,1.59,2fdfce6e-f8fb-430c-8278-6d31d107269c,Location|Annotation,0|,false,18.5
